id,villeLowerCase,zipCode
32715,fresnoy andainville,80140
32716,saint leger sur bresle,80140
32717,baizieux,80300
32718,marchelepot,80200
32719,fresnoy en chaussee,80110
32720,saint blimont,80960
32721,gauville,80590
32722,wiencourt l equipee,80170
32723,saint leger les domart,80780
32724,franvillers,80800
32725,vauvillers,80131
32726,thievres,62760
32727,neuville les loeuilly,80160
32728,fourcigny,80590
32729,ribemont sur ancre,80800
32730,armancourt,80700
32731,misery,80320
32732,friaucourt,80940
32733,francieres,80690
32734,pierregot,80260
32735,wiry au mont,80270
32736,mesnil saint georges,80500
32737,offignies,80590
32738,machy,80150
32739,andechy,80700
32740,yonval,80132
32741,agenvillers,80150
32742,saint sauveur,80470
32743,favieres,80120
32744,auchonvillers,80560
32745,chirmont,80250
32746,laboissiere en santerre,80500
32747,occoches,80600
32748,domart en ponthieu,80620
32749,thiepval,80300
32750,bertrancourt,80560
32751,gorenflos,80690
32752,bouchon,80830
32753,agenville,80370
32754,acheux en vimeu,80210
32755,mouflieres,80140
32756,etricourt manancourt,80360
32757,long,80510
32758,fressenneville,80390
32759,herbecourt,80200
32760,arqueves,80560
32761,thoix,80160
32762,le quesne,80430
32763,aizecourt le haut,80200
32764,etrejust,80140
32765,gapennes,80150
32766,morcourt,80340
32767,rethonvillers,80700
32768,fescamps,80500
32769,neslette,80140
32770,devise,80200
32771,gentelles,80380
32772,ribeaucourt,80620
32773,punchy,80320
32774,piennes onvillers,80500
32775,ailly sur noye,80250
32776,grivesnes,80250
32777,hautvillers ouville,80132
32778,fins,80360
32779,rubescourt,80500
32780,machiel,80150
32781,behen,80870
32782,ponches estruval,80150
32783,remiencourt,80250
32784,mametz,80300
32785,saint acheul,80370
32786,surcamps,80620
32787,belleuse,80160
32788,longueau,80330
32789,toeufles,80870
32790,avelesges,80270
32791,martainneville,80140
32792,dommartin,80440
32793,forest montiers,80120
32794,ablaincourt pressoir,80320
32795,brucamps,80690
32796,douilly,80400
32797,corbie,80800
32798,le quesnel,80118
32799,le translay,80140
32800,caulieres,80590
32801,coullemelle,80250
32802,becquigny,80500
32803,maison ponthieu,80150
32804,neuvillette,80600
32805,belloy saint leonard,80270
32806,yaucourt bussus,80135
32807,braches,80110
32808,pende,80230
32809,cambron,80132
32810,le titre,80132
32811,meigneux,80590
32812,barleux,80200
32813,woirel,80140
32814,sailly flibeaucourt,80970
32815,assainvillers,80500
32816,ligescourt,80150
32817,oissy,80540
32818,guerbigny,80500
32819,lafresguimont saint martin,80430
32820,mesnil bruntel,80200
32821,buigny saint maclou,80132
32822,contalmaison,80300
32823,rumigny,80680
32824,bouvincourt en vermandois,80200
32825,chipilly,80800
32826,millencourt,80300
32827,montauban de picardie,80300
32828,hiermont,80370
32829,saint germain sur bresle,80430
32830,mericourt sur somme,80340
32831,oresmaux,80160
32832,fresneville,80140
32833,liomer,80430
32834,pys,80300
32835,cahon,80132
32836,brouchy,80400
32837,acheux en amienois,80560
32838,fluy,80540
32839,grand laviers,80132
32840,fransures,80160
32841,fontaine sous montdidier,80500
32842,belloy en santerre,80200
32843,hattencourt,80700
32844,poix de picardie,80290
32845,bergicourt,80290
32846,parvillers le quesnoy,80700
32847,vaire sous corbie,80800
32848,regniere ecluse,80120
32849,bavelincourt,80260
32850,pierrepont sur avre,80500
32851,epecamps,80370
32852,combles,80360
32853,villers aux erables,80110
32854,monsures,80160
32855,molliens au bois,80260
32856,la neuville sire bernard,80110
32857,hardecourt aux bois,80360
32858,domesmont,80370
32859,arguel,80140
32860,estreboeuf,80230
32861,cagny,80330
32862,beaucourt en santerre,80110
32863,berteaucourt les dames,80850
32864,valines,80210
32865,beauval,80630
32866,marlers,80590
32867,laleu,80270
32868,mesnil en arrouaise,80360
32869,l echelle saint aurin,80700
32870,saint ouen,80610
32871,beaucourt sur l ancre,80300
32872,suzanne,80340
32873,airaines,80270
32874,goyencourt,80700
32875,merelessart,80490
32876,tours en vimeu,80210
32877,bouillancourt en sery,80220
32878,doudelainville,80140
32879,rambures,80140
32880,grandcourt,80300
32881,ugny l equipee,80400
32882,feuilleres,80200
32883,ergnies,80690
32884,beaucourt sur l hallue,80260
32885,buire sur l ancre,80300
32886,dromesnil,80640
32887,breilly,80470
32888,fouilloy,80800
32889,beauquesne,80600
32890,remaisnil,80600
32891,mesnil saint nicaise,80190
32892,etalon,80190
32893,fouencamps,80440
32894,eppeville,80400
32895,velennes,80160
32896,beaumont hamel,80300
32897,saint quentin en tourmont,80120
32898,quesnoy sur airaines,80270
32899,mesnil domqueur,80620
32900,noyelles sur mer,80860
32901,saint christ briost,80200
32902,argoeuves,80730
32903,colincamps,80560
32904,fransart,80700
32905,gezaincourt,80600
32906,mareuil caubert,80132
32907,aveluy,80300
32908,fresnes tilloloy,80140
32909,terramesnil,80600
32910,quesnoy le montant,80132
32911,glisy,80440
32912,saint leger les authie,80560
32913,senarpont,80140
32914,bayonvillers,80170
32915,nibas,80390
32916,lavieville,80300
32917,cressy omencourt,80190
32918,creuse,80480
32919,brocourt,80430
32920,grouches luchuel,80600
32921,potte,80190
32922,flaucourt,80200
32923,sorel,80240
32924,authuille,80300
32925,essertaux,80160
32926,gueschart,80150
32927,prouville,80370
32928,lawarde mauger l hortoy,80250
32929,moreuil,80110
32930,vercourt,80120
32931,neuilly l hopital,80132
32932,varennes,80560
32933,amiens,80000-80080-80090
32934,assevillers,80200
32935,frechencourt,80260
32936,offoy,80400
32937,feuquieres en vimeu,80210
32938,yzengremer,80520
32939,conde folie,80890
32940,conteville,80370
32941,neuville au bois,80140
32942,vers sur selles,80480
32943,soues,80310
32944,meaulte,80810
32945,albert,80300
32946,warvillers,80170
32947,bougainville,80540
32948,falvy,80190
32949,poeuilly,80240
32950,revelles,80540
32951,la neuville les bray,80340
32952,oust marest,80460
32953,cayeux sur mer,80410
32954,ayencourt,80500
32955,etinehem,80340
32956,frohen sur authie,80370
32957,meneslies,80520
32958,coulonvillers,80135
32959,bethencourt sur mer,80530
32960,bermesnil,80140
32961,poulainville,80260
32962,vauchelles les authie,80560
32963,fieffes montrelet,80670
32964,raincheval,80600
32965,villers faucon,80112
32966,epaumesnil,80140
32967,hesbecourt,80240
32968,lamaronde,80590
32969,nurlu,80240
32970,aubercourt,80110
32971,bernatre,80370
32972,pissy,80540
32973,guyencourt saulcourt,80240
32974,equancourt,80360
32975,hem monacu,80360
32976,epenancourt,80190
32977,ronssoy,80740
32978,frucourt,80490
32979,vignacourt,80650
32980,bussy les poix,80290
32981,ginchy,80360
32982,vadencourt,80560
32983,vaux marquenneville,80140
32984,maricourt,80360
32985,blangy sous poix,80290
32986,morchain,80190
32987,epehy,80740
32988,saint mard,80700
32989,hamelet,80800
32990,pernois,80670
32991,pozieres,80300
32992,le mesge,80310
32993,frettecuisse,80140
32994,montagne fayel,80540
32995,allonville,80260
32996,bouttencourt,80220
32997,vraignes en vermandois,80240
32998,vitz sur authie,80150
32999,domqueur,80620
33000,flers sur noye,80160
33001,lamotte warfusee,80800
33002,fourdrinoy,80310
33003,hangard,80110
33004,hebecourt,80680
33005,neuilly le dien,80150
33006,sains en amienois,80680
33007,molliens dreuil,80540
33008,chilly,80170
33009,fignieres,80500
33010,ochancourt,80210
33011,dargnies,80570
33012,canaples,80670
33013,ponthoile,80860
33014,humbercourt,80600
33015,lignieres chatelain,80590
33016,quiry le sec,80250
33017,dreuil les amiens,80730
33018,tilloy floriville,80220
33019,la faloise,80250
33020,sainte segree,80290
33021,la chavatte,80700
33022,lachapelle,80290
33023,contay,80560
33024,hangest en santerre,80134
33025,cappy,80340
33026,le crotoy,80550
33027,maucourt,80170
33028,dompierre sur authie,80150
33029,citerne,80490
33030,mers les bains,80350
33031,saisseval,80540
33032,biarre,80190
33033,pont remy,80580
33034,erondelle,80580
33035,la vicogne,80260
33036,liancourt fosse,80700
33037,vismes,80140
33038,estrees mons,80200
33039,aubvillers,80110
33040,curchy,80190
33041,bertangles,80260
33042,templeux la fosse,80240
33043,villecourt,80190
33044,seux,80540
33045,sorel en vimeu,80490
33046,ennemain,80200
33047,saint avit,81110
33048,moulayres,81300
33049,virac,81640
33050,rouairoux,81240
33051,lacapelle segalar,81170
33052,appelle,81700
33053,villefranche d albigeois,81430
33054,montgaillard,81630
33055,garrevaques,81700
33056,albi,81990
33057,saint jean de marcel,81350
33058,trebas,81340
33059,larroque,81140
33060,saint gauzens,81390
33061,castelnau de levis,81150
33062,ferrieres,81260
33063,taix,81130
33064,naves,81710
33065,veilhes,81500
33066,le masnau massuguies,81530
33067,cahuzac sur vere,81140
33068,teyssode,81220
33069,terssac,81150
33070,nages,81320
33071,albine,81240
33072,lasfaillades,81260
33073,castelnau de montmiral,81140
33074,gaillac,81600
33075,montdragon,81440
33076,durfort,81540
33077,lamontelarie,81260
33078,jonquieres,81440
33079,milhars,81170
33080,ledas et penthies,81340
33081,grazac,81800
33082,montauriol,81190
33083,busque,81300
33084,roumegoux,81120
33085,saint juery,81160
33086,almayrac,81190
33087,roussayrolles,81140
33088,frausseilles,81170
33089,montvalen,81630
33090,lisle sur tarn,81310
33091,saint lieux lafenasse,81120
33092,magrin,81220
33093,lempaut,81700
33094,le margnes,81260
33095,arthes,81160
33096,le garric,81450
33097,beauvais sur tescou,81630
33098,semalens,81570
33099,marssac sur tarn,81150
33100,la sauziere saint jean,81630
33101,donnazac,81170
33102,mazamet,81200
33103,labessiere candeil,81300
33104,montans,81600
33105,lacapelle pinet,81340
33106,algans,81470
33107,venes,81440
33108,caucalieres,81200
33109,montgey,81470
33110,prades,81220
33111,sainte cecile du cayrou,81140
33112,lacaze,81330
33113,saint andre,81250
33114,saint amans valtoret,81240
33115,vieux,81140
33116,esperausses,81260
33117,campagnac,81140
33118,saint amancet,81110
33119,fraissines,81340
33120,noailhac,81490
33121,rayssac,81330
33122,frejairolles,81990
33123,lugan,81500
33124,tauriac,81630
33125,cabanes,81500
33126,mont roc,81120
33127,lagardiolle,81110
33128,saint antonin de lacalm,81120
33129,labastide gabausse,81400
33130,mailhoc,81130
33131,soreze,81540
33132,cordes sur ciel,81170
33133,lautrec,81440
33134,frejeville,81570
33135,treban,81190
33136,garrigues,81500
33137,valence d albigeois,81340
33138,brousse,81440
33139,rouffiac,81150
33140,mezens,81800
33141,marnaves,81170
33142,saint lieux les lavaur,81500
33143,montredon labessonnie,81360
33144,milhavet,81130
33145,bout du pont de larn,81660
33146,marzens,81500
33147,saint marcel campes,81170
33148,lamillarie,81120
33149,brens,81600
33150,lacougotte cadoul,81500
33151,ambialet,81430
33152,castelnau de brassac,81260
33153,montcabrier,81500
33154,dourgne,81110
33155,realmont,81120
33156,trevien,81190
33157,saint jean de rives,81500
33158,cadix,81340
33159,aguts,81470
33160,denat,81120
33161,cambon les lavaur,81470
33162,puycalvel,81440
33163,sieurac,81120
33164,brassac,81260
33165,serenac,81350
33166,saint agnan,81500
33167,montels,81140
33168,puygouzon,81990
33169,payrin augmontel,81660
33170,blan,81700
33171,rabastens,81800
33172,cuq toulza,81470
33173,fauch,81120
33174,mouzens,81470
33175,montrosier,81170
33176,labastide rouairoux,81270
33177,murat sur vebre,81320
33178,tecou,81600
33179,ambres,81500
33180,lacabarede,81240
33181,saint jean de vals,81210
33182,mouzieys teulet,81430
33183,viviers les montagnes,81290
33184,viterbe,81220
33185,belleserre,81540
33186,saint martin laguepie,81170
33187,rosieres,81400
33188,sauveterre,81240
33189,labastide saint georges,81500
33190,senaux,81530
33191,aiguefonde,81200
33192,livers cazelles,81170
33193,lasgraisses,81300
33194,guitalens l albarede,81220
33195,bellegarde,81430
33196,montirat,81190
33197,salles,81640
33198,moulin mage,81320
33199,tonnac,81170
33200,briatexte,81390
33201,lacaune,81230
33202,saint beauzile,81140
33203,labastide de levis,81150
33204,vaour,81140
33205,gijounet,81530
33206,andouque,81350
33207,montpinier,81440
33208,vielmur sur agout,81570
33209,alos,81140
33210,puylaurens,81700
33211,lavaur,81500
33212,servies,81220
33213,peyrole,81310
33214,crespin,81350
33215,combefa,81640
33216,itzac,81170
33217,castanet,81150
33218,lacrouzette,81210
33219,carbes,81570
33220,sainte gemme,81190
33221,villeneuve sur vere,81130
33222,fenols,81600
33223,saussenac,81350
33224,cuq,81570
33225,puycelsi,81140
33226,padies,81340
33227,curvalle,81250
33228,salies,81990
33229,cadalen,81600
33230,pratviel,81500
33231,saint gregoire,81350
33232,barre,81320
33233,verdalle,81110
33234,escroux,81530
33235,saint cirgue,81340
33236,viane,81530
33237,cahuzac,81540
33238,saint genest de contest,81440
33239,loupiac,81800
33240,saint julien du puy,81440
33241,blaye les mines,81400
33242,villeneuve les lavaur,81500
33243,le rialet,81240
33244,andillac,81140
33245,bournazel,81170
33246,labarthe bleys,81170
33247,roquevidal,81470
33248,alban,81250
33249,lagrave,81150
33250,massaguel,81110
33251,bannieres,81500
33252,paulinet,81250
33253,graulhet,81300
33254,coufouleux,81800
33255,saint amans soult,81240
33256,teillet,81120
33257,saint pierre de trivisy,81330
33258,pont de larn,81660
33259,viviers les lavaur,81500
33260,massac seran,81500
33261,angles,81260
33262,saint michel de vax,81140
33263,assac,81340
33264,saint salvi de carcaves,81530
33265,ronel,81120
33266,aussillon,81200
33267,penne,81140
33268,saint sernin les lavaur,81700
33269,le verdier,81140
33270,cunac,81990
33271,damiatte,81220
33272,laparrouquial,81640
33273,cambounet sur le sor,81580
33274,saint benoit de carmaux,81400
33275,saix,81710
33276,moulares,81190
33277,vindrac alayrac,81170
33278,carlus,81990
33279,saint sulpice,81370
33280,le bez,81260
33281,sainte croix,81150
33282,orban,81120
33283,puechoursi,81470
33284,senouillac,81600
33285,mirandol bourgnounac,81190
33286,puybegon,81390
33287,pechaudier,81470
33288,crespinet,81350
33289,montfa,81210
33290,labastide denat,81120
33291,saint affrique les montagnes,81290
33292,laboutarie,81120
33293,massals,81250
33294,parisot,81310
33295,arifat,81360
33296,labruguiere,81290
33297,saint germain des pres,81700
33298,broze,81600
33299,lacroisille,81470
33300,le riols,81170
33301,courris,81340
33302,saint michel labadie,81340
33303,le sequestre,81990
33304,faussergues,81340
33305,terre clapier,81120
33306,le vintrou,81240
33307,le fraysse,81430
33308,missecle,81300
33309,lagarrigue,81090
33310,saint germier,81210
33311,bertre,81700
33312,burlats,81100
33313,berlats,81260
33314,lescure d albigeois,81380
33315,pampelonne,81190
33316,amarens,81170
33317,fiac,81500
33318,saint salvy de la balme,81490
33319,le segur,81640
33320,soual,81580
33321,tanus,81190
33322,fayssac,81150
33323,arfons,81110
33324,miolles,81250
33325,les cabannes,81170
33326,cagnac les mines,81130
33327,cestayrols,81150
33328,palleville,81700
33329,marsal,81430
33330,carmaux,81400
33331,cambounes,81260
33332,aussac,81600
33333,poulan pouzols,81120
33334,souel,81170
33335,castres,81100
33336,vabre,81330
33337,saint julien gaulene,81340
33338,peyregoux,81440
33339,roquemaure,81800
33340,roquecourbe,81210
33341,salvagnac,81630
33342,saint christophe,81190
33343,boissezon,81490
33344,cambon,81990
33345,bernac,81150
33346,loubers,81170
33347,monesties,81640
33348,valderies,81350
33349,le dourn,81340
33350,saint urcisse,81630
33351,saint paul cap de joux,81220
33352,mouzieys panens,81170
33353,noailles,81170
33354,les cammazes,81540
33355,valdurenque,81090
33356,escoussens,81290
33357,florentin,81150
33358,lescout,81110
33359,jouqueviel,81190
33360,giroussens,81500
33361,belcastel,81500
33362,maurens scopont,81470
33363,poudis,81700
33364,rivieres,81600
33365,montdurausse,81630
33366,laboulbene,81100
33367,le travet,81120
33368,lombers,81120
33369,teulat,81500
33370,saint vincent,82300
33371,montagudet,82110
33372,meauzac,82290
33373,saint michel,82340
33374,gimat,82500
33375,cayrac,82440
33376,montjoi,82400
33377,saint projet,82160
33378,golfech,82400
33379,saint paul d espis,82400
33380,montricoux,82800
33381,albefeuille lagarde,82290
33382,puycornet,82220
33383,mirabel,82440
33384,genebrieres,82230
33385,saint cirice,82340
33386,saint etienne de tulmont,82410
33387,saint sardos,82600
33388,montbeton,82290
33389,maumusson,82120
33390,castelsarrasin,82100
33391,marignac,82500
33392,escazeaux,82500
33393,auty,82220
33394,saint nauphary,82370
33395,auterive,82500
33396,fajolles,82210
33397,saint cirq,82300
33398,bressols,82710
33399,caumont,82210
33400,coutures,82210
33401,lafitte,82100
33402,saint georges,82240
33403,durfort lacapelette,82390
